valores,rua,bairro_cidade,link
"R$750,000",Rua Venezuela,"Centro, Santo André",/imovel/234950/apartamento-4-dorms-jardim_sao_paulo-sao_paulo-venda/
"R$1,200,000",Rua Caravelas,"Vila Mariana, São Paulo",/imovel/236655/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$780,000",Pç. Monteiro dos Santos,"Vila Mariana, São Paulo",/imovel/210159/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$580,000",Rua Luís Antônio dos Santos,"Santa Teresinha, São Paulo",/imovel/236262/apartamento-3-dorms-santa_teresinha-sao_paulo-venda/
"R$2,700,000",Rua Tutóia,"Vila Mariana, São Paulo",/imovel/236117/apartamento-3-dorms-vila_monumento-sao_paulo-venda/
"R$530,000",Rua Conselheiro Moreira de Barros,"Santana, São Paulo",/imovel/118988/apartamento-2-dorms-saude-sao_paulo-venda/
"R$426,000",Rua Guarapuava,"Mooca, São Paulo",/imovel/236123/apartamento-2-dorms-vila_clementino-sao_paulo-venda/
"R$852,000",Rua Gaspar Lourenço,"Vila Mariana, São Paulo",/imovel/154012/apartamento-3-dorms-indianopolis-sao_paulo-venda/
"R$425,000",Rua Alberto Savoy,"Vila Romero, São Paulo",/imovel/238959/apartamento-2-dorms-chacara_inglesa-sao_paulo-venda/
"R$280,000",Rua Carneiro Leão,"Brás, São Paulo",/imovel/238407/apartamento-3-dorms-vila_paiva-sao_paulo-venda/
"R$1,700,000",Rua Doutor Dolzani,"Jardim da Glória, São Paulo",/imovel/238407/apartamento-3-dorms-vila_paiva-sao_paulo-venda/
"R$420,000",Rua Ministro Godoi,"Perdizes, São Paulo",/imovel/151868/apartamento-3-dorms-guaiauna-sao_paulo-venda/
"R$875,000",Rua João Rudge,"Casa Verde, São Paulo",/imovel/151868/apartamento-3-dorms-guaiauna-sao_paulo-venda/
"R$1,200,000",Rua Conselheiro Moreira de Barros,"Santana, São Paulo",/imovel/236655/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$618,000",Rua Tapiraí,"Vila Isolina Mazzei, São Paulo",/imovel/210159/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$1,000,000",Rua Conde Prates,"Parque da Mooca, São Paulo",/imovel/210159/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$420,000",Rua Glória do Goita,"Vila Independência, São Paulo",/imovel/236262/apartamento-3-dorms-santa_teresinha-sao_paulo-venda/
"R$3,600,000",Rua Pará,"Consolação, São Paulo",/imovel/118988/apartamento-2-dorms-saude-sao_paulo-venda/
"R$690,000",Rua Relíquia,"Jardim Das Laranjeiras, São Paulo",/imovel/154012/apartamento-3-dorms-indianopolis-sao_paulo-venda/
"R$1,300,000",Av. Cotovia,"Indianópolis, São Paulo",/imovel/154012/apartamento-3-dorms-indianopolis-sao_paulo-venda/
"R$415,000",Rua Bueno de Andrade,"Aclimação, São Paulo",/imovel/238959/apartamento-2-dorms-chacara_inglesa-sao_paulo-venda/
"R$2,950,000",Rua Batataes,"Jardim Paulista, São Paulo",/imovel/238407/apartamento-3-dorms-vila_paiva-sao_paulo-venda/
"R$371,000",Rua Pedro Doll,"Santana, São Paulo",/imovel/151868/apartamento-3-dorms-guaiauna-sao_paulo-venda/
"R$430,000",Rua do Acre,"Vila Bertioga, São Paulo",/imovel/151868/apartamento-3-dorms-guaiauna-sao_paulo-venda/
"R$1,060,000",Rua Vergueiro,"Vila Firmiano Pinto, São Paulo",/imovel/236655/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$920,000",Al. São Caetano,"Jardim, Santo André",/imovel/236655/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$600,000",Rua Capitão Macedo,"Vila Clementino, São Paulo",/imovel/210159/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$1,277,000",Rua Cipriano Barata,"Ipiranga, São Paulo",/imovel/210159/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$440,000",Av. do Guaca,"Lauzane Paulista, São Paulo",/imovel/236262/apartamento-3-dorms-santa_teresinha-sao_paulo-venda/
"R$850,000",Rua Duarte de Azevedo,"Santana, São Paulo",/imovel/118988/apartamento-2-dorms-saude-sao_paulo-venda/
"R$1,900,000",Rua Caravelas,"Vila Mariana, São Paulo",/imovel/154012/apartamento-3-dorms-indianopolis-sao_paulo-venda/
"R$550,000",Rua Cristóvão Colombo,"Vila América, Santo André",/imovel/238959/apartamento-2-dorms-chacara_inglesa-sao_paulo-venda/
"R$1,200,000",Rua Tucuna,"Vila Pompeia, São Paulo",/imovel/238407/apartamento-3-dorms-vila_paiva-sao_paulo-venda/
"R$5,000,000",Av. Indianópolis,"Indianópolis, São Paulo",/imovel/151868/apartamento-3-dorms-guaiauna-sao_paulo-venda/
"R$750,000",Av. Moaci,"Planalto Paulista, São Paulo",/imovel/236655/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$905,000",Rua General Bagnuolo,"Quinta da Paineira, São Paulo",/imovel/210159/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$350,000",Rua General Bagnuolo,"Quinta da Paineira, São Paulo",/imovel/236262/apartamento-3-dorms-santa_teresinha-sao_paulo-venda/
"R$1,300,000",Rua Simão Álvares,"Pinheiros, São Paulo",/imovel/118988/apartamento-2-dorms-saude-sao_paulo-venda/
"R$4,200,000",Rua José Maria Lisboa,"Jardim Paulista, São Paulo",/imovel/154012/apartamento-3-dorms-indianopolis-sao_paulo-venda/
"R$780,000",Rua Donatarios,"Mooca, São Paulo",/imovel/238959/apartamento-2-dorms-chacara_inglesa-sao_paulo-venda/
"R$1,590,000",Rua dos Pinheiros,"Pinheiros, São Paulo",/imovel/238407/apartamento-3-dorms-vila_paiva-sao_paulo-venda/
"R$1,495,000",Rua Venezuela,"Centro, Santo André",/imovel/151868/apartamento-3-dorms-guaiauna-sao_paulo-venda/
"R$510,000",Rua Tomé Portes,"Vila Dom Pedro Ii, São Paulo",/imovel/151868/apartamento-3-dorms-guaiauna-sao_paulo-venda/
"R$1,490,000",Rua Desembargador Aragão,"Vila Mariana, São Paulo",/imovel/236655/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$840,000",Rua Antônio Gonçalves da Cruz,"Vila Anglo Brasileira, São Paulo",/imovel/210159/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$438,000",Rua Borges Lagoa,"Vila Clementino, São Paulo",/imovel/236262/apartamento-3-dorms-santa_teresinha-sao_paulo-venda/
"R$495,000",Av. Padre Pereira de Andrade,"Boaçava, São Paulo",/imovel/236262/apartamento-3-dorms-santa_teresinha-sao_paulo-venda/
"R$820,000",Rua Marina Crespi,"Mooca, São Paulo",/imovel/118988/apartamento-2-dorms-saude-sao_paulo-venda/
"R$880,000",Rua João Antônio de Oliveira,"Mooca, São Paulo",/imovel/118988/apartamento-2-dorms-saude-sao_paulo-venda/
"R$770,000",Al. Santos,"Cerqueira César, São Paulo",/imovel/154012/apartamento-3-dorms-indianopolis-sao_paulo-venda/
"R$297,000",Av. São João,"Santa Cecília, São Paulo",/imovel/238959/apartamento-2-dorms-chacara_inglesa-sao_paulo-venda/
"R$1,595,000",Rua Loefgren,"Vila Clementino, São Paulo",/imovel/238407/apartamento-3-dorms-vila_paiva-sao_paulo-venda/
"R$1,500,000",Rua Marcos Fernandes,"Jardim da Saúde, São Paulo",/imovel/151868/apartamento-3-dorms-guaiauna-sao_paulo-venda/
"R$1,490,000",Rua Desembargador Aragão,"Vila Mariana, São Paulo",/imovel/236655/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$265,900",Rua Nestor Pestana,"Consolação, São Paulo",/imovel/210159/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$520,000",Rua Teodoro Sampaio,"Pinheiros, São Paulo",/imovel/236262/apartamento-3-dorms-santa_teresinha-sao_paulo-venda/
"R$1,385,000",Av. Aldino Pinotti,"Centro, São Bernardo do Campo",/imovel/118988/apartamento-2-dorms-saude-sao_paulo-venda/
"R$450,000",Rua Conselheiro Ramalho,"Bela Vista, São Paulo",/imovel/154012/apartamento-3-dorms-indianopolis-sao_paulo-venda/
"R$1,450,000",Rua Correia de Lemos,"Chácara Inglesa, São Paulo",/imovel/238959/apartamento-2-dorms-chacara_inglesa-sao_paulo-venda/
"R$490,000",Rua Andaraí,"Vila Floresta, Santo André",/imovel/238407/apartamento-3-dorms-vila_paiva-sao_paulo-venda/
"R$4,575,000",Rua Leandro Dupré,"Vila Clementino, São Paulo",/imovel/238407/apartamento-3-dorms-vila_paiva-sao_paulo-venda/
"R$1,200,000",Pç. Ituzaingo,"Vila Regente Feijó, São Paulo",/imovel/151868/apartamento-3-dorms-guaiauna-sao_paulo-venda/
"R$797,000",Rua Jaci,"Chácara Inglesa, São Paulo",/imovel/151868/apartamento-3-dorms-guaiauna-sao_paulo-venda/
"R$1,690,000",Rua Antônio Pereira de Sousa,"Santana, São Paulo",/imovel/236655/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$1,000,000",Av. Direitos Humanos,"Imirim, São Paulo",/imovel/210159/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$530,000",Rua Pamplona,"Jardim Paulista, São Paulo",/imovel/236262/apartamento-3-dorms-santa_teresinha-sao_paulo-venda/
"R$1,300,000",Rua João de Souza Dias,"Campo Belo, São Paulo",/imovel/118988/apartamento-2-dorms-saude-sao_paulo-venda/
"R$875,000",Rua Estado de Israel,"Vila Clementino, São Paulo",/imovel/154012/apartamento-3-dorms-indianopolis-sao_paulo-venda/
"R$960,000",Rua Celso de Azevedo Marques,"Parque da Mooca, São Paulo",/imovel/154012/apartamento-3-dorms-indianopolis-sao_paulo-venda/
"R$365,000",Rua dos Camarés,"Carandiru, São Paulo",/imovel/238959/apartamento-2-dorms-chacara_inglesa-sao_paulo-venda/
"R$729,000",Rua São Paulo,"Santa Paula, São Caetano do Sul",/imovel/238407/apartamento-3-dorms-vila_paiva-sao_paulo-venda/
"R$850,000",Pç. Dom Gastão Liberal Pinto,"Itaim Bibi, São Paulo",/imovel/151868/apartamento-3-dorms-guaiauna-sao_paulo-venda/
"R$1,900,000",Rua Vicente Romano,"Parque da Mooca, São Paulo",/imovel/236655/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$950,000",Rua Almirante Tamandaré,"Centro, Santo André",/imovel/210159/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$655,000",Rua Urussuí,"Itaim Bibi, São Paulo",/imovel/236262/apartamento-3-dorms-santa_teresinha-sao_paulo-venda/
"R$697,000",Av. Professor Luiz Ignácio Anhaia Mello,"Jardim Avelino, São Paulo",/imovel/236262/apartamento-3-dorms-santa_teresinha-sao_paulo-venda/
"R$750,000",Rua Topázio,"Vila Mariana, São Paulo",/imovel/118988/apartamento-2-dorms-saude-sao_paulo-venda/
"R$1,200,000",Av. Aldino Pinotti,"Centro, São Bernardo do Campo",/imovel/154012/apartamento-3-dorms-indianopolis-sao_paulo-venda/
"R$380,000",Rua Santo Egídio,"Chora Menino, São Paulo",/imovel/238959/apartamento-2-dorms-chacara_inglesa-sao_paulo-venda/
"R$2,950,000",Al. dos Arapanés,"Indianópolis, São Paulo",/imovel/238407/apartamento-3-dorms-vila_paiva-sao_paulo-venda/
"R$380,000",Rua Ibitirama,"Vila Prudente, São Paulo",/imovel/236655/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$1,440,000",Rua Morgado de Mateus,"Vila Mariana, São Paulo",/imovel/236655/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$445,000",Av. Nove de Julho,"Bela Vista, São Paulo",/imovel/210159/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$420,000",Rua Padre Benedito Maria Cardoso,"Mooca, São Paulo",/imovel/236262/apartamento-3-dorms-santa_teresinha-sao_paulo-venda/
"R$369,000",Av. Santa Inês,"Parque Mandaqui, São Paulo",/imovel/195234/apartamento-3-dorms-parque_mandaqui-sao_paulo-venda/
"R$1,109,000",Av. Nova Cantareira,"Tucuruvi, São Paulo",/imovel/118988/apartamento-2-dorms-saude-sao_paulo-venda/
"R$1,250,000",Rua Conselheiro Moreira de Barros,"Santana, São Paulo",/imovel/118988/apartamento-2-dorms-saude-sao_paulo-venda/
"R$870,000",Rua Morais de Barros,"Campo Belo, São Paulo",/imovel/154012/apartamento-3-dorms-indianopolis-sao_paulo-venda/
"R$250,000",Rua Orlando Calixto,"Parque Independência, São Paulo",/imovel/113981/apartamento-1-dorms-parque_independencia-sao_paulo-venda/
"R$510,000",Rua Olívio D assunção Ferreira,"Mooca, São Paulo",/imovel/216719/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$430,000",Rua Dianópolis,"Parque da Mooca, São Paulo",/imovel/52121/apartamento-2-dorms-parque_da_mooca-sao_paulo-venda/
"R$300,000",Rua Costa Barros,"Sítio Pinheirinho, São Paulo",/imovel/238959/apartamento-2-dorms-chacara_inglesa-sao_paulo-venda/
"R$360,000",Av. Senador Vergueiro,"Jardim do Mar, São Bernardo do Campo",/imovel/228880/apartamento-2-dorms-jardim_do_mar-sao_bernardo_do_campo-venda/
"R$650,000",Rua Das Figueiras,"Jardim, Santo André",/imovel/238407/apartamento-3-dorms-vila_paiva-sao_paulo-venda/
"R$270,000",Av. Cel. Sezefredo Fagundes,"Tucuruvi, São Paulo",/imovel/19002/apartamento-2-dorms-tucuruvi-sao_paulo-venda/
"R$1,350,000",Rua Acuruí,"Vila Formosa, São Paulo",/imovel/22642/apartamento-3-dorms-vila_formosa-sao_paulo-venda/
"R$2,660,000",Rua Justino Paixão,"Jardim São Caetano, São Caetano do Sul",/imovel/236655/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$1,100,000",Rua Espírito Santo,"Aclimação, São Paulo",/imovel/36273/apartamento-3-dorms-aclimacao-sao_paulo-venda/
"R$770,000",Rua Caio Prado,"Consolação, São Paulo",/imovel/210159/apartamento-3-dorms-vila_mariana-sao_paulo-venda/
"R$540,000",Rua Bianchi Bertoldi,"Pinheiros, São Paulo",/imovel/236262/apartamento-3-dorms-santa_teresinha-sao_paulo-venda/
"R$579,000",Rua Joel Jorge de Melo,"Vila Mariana, São Paulo",/imovel/195234/apartamento-3-dorms-parque_mandaqui-sao_paulo-venda/
"R$224,100",Av. Rio Branco,"Campos Elíseos, São Paulo",/imovel/113981/apartamento-1-dorms-parque_independencia-sao_paulo-venda/
"R$875,000",Av. Lino Jardim,"Vila Bastos, Santo André",/imovel/216719/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$850,000",Rua Marechal Hermes da Fonseca,"Santana, São Paulo",/imovel/52121/apartamento-2-dorms-parque_da_mooca-sao_paulo-venda/
"R$300,000",Rua Doutor João Batista de Lacerda,"Quarta Parada, São Paulo",/imovel/228880/apartamento-2-dorms-jardim_do_mar-sao_bernardo_do_campo-venda/
"R$720,000",Rua Apinajés,"Vila Pompeia, São Paulo",/imovel/19002/apartamento-2-dorms-tucuruvi-sao_paulo-venda/
"R$1,550,000",Rua Manoel da Nóbrega,"Paraíso, São Paulo",/imovel/22642/apartamento-3-dorms-vila_formosa-sao_paulo-venda/
"R$2,300,000",Rua Itapeti,"Vila Gomes Cardim, São Paulo",/imovel/36273/apartamento-3-dorms-aclimacao-sao_paulo-venda/
"R$470,000",Rua Ceará,"Fundação, São Caetano do Sul",/imovel/195234/apartamento-3-dorms-parque_mandaqui-sao_paulo-venda/
"R$614,000",Rua Maranhão,"Santo Antônio, São Caetano do Sul",/imovel/113981/apartamento-1-dorms-parque_independencia-sao_paulo-venda/
"R$420,000",Al. Jaú,"Jardim Paulista, São Paulo",/imovel/216719/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$300,000",Rua Barão de Penedo,"Água Rasa, São Paulo",/imovel/216719/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$660,000",Av. da Invernada,"Vila Congonhas, São Paulo",/imovel/52121/apartamento-2-dorms-parque_da_mooca-sao_paulo-venda/
"R$446,000",Rua Gaspar Lourenço,"Vila Mariana, São Paulo",/imovel/228880/apartamento-2-dorms-jardim_do_mar-sao_bernardo_do_campo-venda/
"R$3,100,000",Rua Otávio Nébias,"Paraíso, São Paulo",/imovel/19002/apartamento-2-dorms-tucuruvi-sao_paulo-venda/
"R$1,100,000",Av. Santa Inês,"Parque Mandaqui, São Paulo",/imovel/22642/apartamento-3-dorms-vila_formosa-sao_paulo-venda/
"R$385,000",Rua Javri,"Vila Eldizia, Santo André",/imovel/36273/apartamento-3-dorms-aclimacao-sao_paulo-venda/
"R$425,000",Rua do Canal,"Carandiru, São Paulo",/imovel/195234/apartamento-3-dorms-parque_mandaqui-sao_paulo-venda/
"R$1,350,000",Al. Joaquim Eugênio de Lima,"Jardim Paulista, São Paulo",/imovel/113981/apartamento-1-dorms-parque_independencia-sao_paulo-venda/
"R$660,000",Rua Nazaret,"Santa Paula, São Caetano do Sul",/imovel/216719/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$1,500,000",Rua Chamantá,"Vila Prudente, São Paulo",/imovel/52121/apartamento-2-dorms-parque_da_mooca-sao_paulo-venda/
"R$1,100,000",Rua Tacomaré,"Parque da Mooca, São Paulo",/imovel/228880/apartamento-2-dorms-jardim_do_mar-sao_bernardo_do_campo-venda/
"R$640,000",Rua General Chagas Santos,"Vila da Saúde, São Paulo",/imovel/19002/apartamento-2-dorms-tucuruvi-sao_paulo-venda/
"R$320,000",Rua Dianópolis,"Parque da Mooca, São Paulo",/imovel/22642/apartamento-3-dorms-vila_formosa-sao_paulo-venda/
"R$299,000",Rua General Nestor Passos,"Chácara do Encosto, São Paulo",/imovel/36273/apartamento-3-dorms-aclimacao-sao_paulo-venda/
"R$750,000",Rua do Oratório,"Alto da Moóca, São Paulo",/imovel/195234/apartamento-3-dorms-parque_mandaqui-sao_paulo-venda/
"R$545,000",Rua Nossa Senhora de Fátima,"Santa Paula, São Caetano do Sul",/imovel/113981/apartamento-1-dorms-parque_independencia-sao_paulo-venda/
"R$465,000",Al. São Caetano,"Santa Maria, São Caetano do Sul",/imovel/216719/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$512,000",Rua Curupacê,"Mooca, São Paulo",/imovel/216719/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$750,000",Rua Franco Paulista,"Água Fria, São Paulo",/imovel/55139/apartamento-3-dorms-agua_fria-sao_paulo-venda/
"R$535,000",Rua Padre Benedito Maria Cardoso,"Mooca, São Paulo",/imovel/43923/apartamento-4-dorms-mooca-sao_paulo-venda/
"R$2,150,000",Rua Azevedo Soares,"Vila Gomes Cardim, São Paulo",/imovel/62168/apartamento-3-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$1,290,000",Av. Paes de Barros,"Mooca, São Paulo",/imovel/22547/apartamento-4-dorms-mooca-sao_paulo-venda/
"R$2,200,000",Al. Tietê,"Cerqueira César, São Paulo",/imovel/25864/apartamento-3-dorms-cerqueira_cesar-sao_paulo-venda/
"R$297,000",Av. Celso Garcia,"Brás, São Paulo",/imovel/52121/apartamento-2-dorms-parque_da_mooca-sao_paulo-venda/
"R$1,100,000",Rua Apucarana,"Tatuapé, São Paulo",/imovel/45374/apartamento-3-dorms-tatuape-sao_paulo-venda/
"R$619,999",Rua Wandenkolk,"Mooca, São Paulo",/imovel/228880/apartamento-2-dorms-jardim_do_mar-sao_bernardo_do_campo-venda/
"R$185,000",Rua Antônio Bitencourt,"Vila Prudente, São Paulo",/imovel/228880/apartamento-2-dorms-jardim_do_mar-sao_bernardo_do_campo-venda/
"R$725,000",Rua Pirituba,"Casa Branca, Santo André",/imovel/19002/apartamento-2-dorms-tucuruvi-sao_paulo-venda/
"R$1,800,000",Rua Doutor Roberto Feijó,"Vila Prudente, São Paulo",/imovel/19002/apartamento-2-dorms-tucuruvi-sao_paulo-venda/
"R$890,000",Rua Camé,"Mooca, São Paulo",/imovel/22642/apartamento-3-dorms-vila_formosa-sao_paulo-venda/
"R$980,000",Rua Euclides Pacheco,"Vila Gomes Cardim, São Paulo",/imovel/36273/apartamento-3-dorms-aclimacao-sao_paulo-venda/
"R$1,080,000",Rua Itapeti,"Vila Gomes Cardim, São Paulo",/imovel/36273/apartamento-3-dorms-aclimacao-sao_paulo-venda/
"R$440,000",Rua Gonzaga Franco,"Vila Lea, Santo André",/imovel/195234/apartamento-3-dorms-parque_mandaqui-sao_paulo-venda/
"R$460,000",Rua do Orfanato,"Vila Prudente, São Paulo",/imovel/113981/apartamento-1-dorms-parque_independencia-sao_paulo-venda/
"R$300,000",Al. Araguaia,"Santa Maria, São Caetano do Sul",/imovel/113981/apartamento-1-dorms-parque_independencia-sao_paulo-venda/
"R$615,000",Rua Carneiro da Cunha,"Vila da Saúde, São Paulo",/imovel/216719/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$1,190,000",Rua Emílio Mallet,"Vila Gomes Cardim, São Paulo",/imovel/55139/apartamento-3-dorms-agua_fria-sao_paulo-venda/
"R$1,080,000",Rua Etiópia,"Parque da Mooca, São Paulo",/imovel/55139/apartamento-3-dorms-agua_fria-sao_paulo-venda/
"R$855,000",Rua Ronaldo de Carvalho,"Jardim São Paulo, São Paulo",/imovel/43923/apartamento-4-dorms-mooca-sao_paulo-venda/
"R$2,000,000",Av. Paes de Barros,"Mooca, São Paulo",/imovel/62168/apartamento-3-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$1,600,000",Rua Puris,"Mooca, São Paulo",/imovel/62168/apartamento-3-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$725,000",Rua Marechal Hermes da Fonseca,"Santana, São Paulo",/imovel/22547/apartamento-4-dorms-mooca-sao_paulo-venda/
"R$1,250,000",Rua Ismael Neri,"Água Fria, São Paulo",/imovel/25864/apartamento-3-dorms-cerqueira_cesar-sao_paulo-venda/
"R$415,000",Av. Mazzei,"Vila Mazzei, São Paulo",/imovel/25864/apartamento-3-dorms-cerqueira_cesar-sao_paulo-venda/
"R$850,000",Rua Juventus,"Parque da Mooca, São Paulo",/imovel/52121/apartamento-2-dorms-parque_da_mooca-sao_paulo-venda/
"R$610,000",Rua dos Alpes,"Cambuci, São Paulo",/imovel/52121/apartamento-2-dorms-parque_da_mooca-sao_paulo-venda/
"R$700,000",Rua Casa Forte,"Água Fria, São Paulo",/imovel/45374/apartamento-3-dorms-tatuape-sao_paulo-venda/
"R$500,000",Av. Guilherme Giorgi,"Vila Carrão, São Paulo",/imovel/45374/apartamento-3-dorms-tatuape-sao_paulo-venda/
"R$390,000",Rua Girassol,"Vila Madalena, São Paulo",/imovel/228880/apartamento-2-dorms-jardim_do_mar-sao_bernardo_do_campo-venda/
"R$1,355,000",Rua Guiratinga,"Chácara Inglesa, São Paulo",/imovel/228880/apartamento-2-dorms-jardim_do_mar-sao_bernardo_do_campo-venda/
"R$550,000",Rua Álvares de Azevedo,"Centro, Santo André",/imovel/19002/apartamento-2-dorms-tucuruvi-sao_paulo-venda/
"R$3,710,000",Rua Cantagalo,"Vila Gomes Cardim, São Paulo",/imovel/19002/apartamento-2-dorms-tucuruvi-sao_paulo-venda/
"R$360,000",Rua Canuto Saraiva,"Mooca, São Paulo",/imovel/22642/apartamento-3-dorms-vila_formosa-sao_paulo-venda/
"R$1,100,000",Rua General Lecor,"Ipiranga, São Paulo",/imovel/22642/apartamento-3-dorms-vila_formosa-sao_paulo-venda/
"R$1,300,000",Rua Etiópia,"Parque da Mooca, São Paulo",/imovel/36273/apartamento-3-dorms-aclimacao-sao_paulo-venda/
"R$220,000",Rua Amaral Gurgel,"Vila Buarque, São Paulo",/imovel/36273/apartamento-3-dorms-aclimacao-sao_paulo-venda/
"R$520,000",Av. Vila Ema,"Vila Prudente, São Paulo",/imovel/195234/apartamento-3-dorms-parque_mandaqui-sao_paulo-venda/
"R$1,750,000",Rua dos Pinheiros,"Pinheiros, São Paulo",/imovel/195234/apartamento-3-dorms-parque_mandaqui-sao_paulo-venda/
